unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,BG	31768.92 	: 	: 	17338.6 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,CH	: 	: 	433666.44 	439870.18 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,CY	14151 	: 	: 	10766.12 u
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,CZ	338060.66 	: 	: 	188503.25 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,DE	8741407.71 	: 	: 	8015581.83 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,DK	: 	: 	: 	399579.08 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,EA	: 	: 	: 	25607159.75 e
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,EE	: c	: 	: 	5796.1 u
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,EL	: 	: 	: 	160683.45 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,ES	3412921.23 	: 	: 	1629419.78 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,EU27	: 	: 	: 	31031612.03 e
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,EU28	: 	: 	: 	31031102.44 e
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,FI	337226.12 	: 	: 	284701.08 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,FR	9526100.94 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,HR	: 	: 	: 	32579.67 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,HU	198833.5 	: 	: 	200965.84 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,IE	112339.24 	: 	: 	77360.38 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,IT	3351206.37 	: 	: 	2050838.57 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,LT	11250.37 	: 	: 	1314.8 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,LV	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,MT	3760.85 	: 	: 	1026.73 u
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,NL	526401.74 	: 	: 	773300.55 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,PL	1070752.59 	: 	: 	521491.96 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,PT	225961.33 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,RO	79076.26 	: 	: 	40625.15 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,SE	: 	: 	: 	122561.59 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,SI	14495.22 u	: 	: 	14038.31 
THS_EUR,PERS,N_GE4,DOM,ACC_WEB,SK	111464.52 u	: 	: 	96731.68 u
THS_EUR,PERS,N_GE4,DOM,DIRECT,AT	1412430.74 	: 	: 	1148288.81 
THS_EUR,PERS,N_GE4,DOM,DIRECT,BE	142498.58 b	: 	: 	161006.87 
THS_EUR,PERS,N_GE4,DOM,DIRECT,BG	272947.14 	: 	: 	157412.48 
THS_EUR,PERS,N_GE4,DOM,DIRECT,CH	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,DOM,DIRECT,CY	: c	: 	: 	24632.58 
THS_EUR,PERS,N_GE4,DOM,DIRECT,CZ	626248.46 	: 	: 	318370.01 
THS_EUR,PERS,N_GE4,DOM,DIRECT,DE	13942681.1 	: 	: 	12985420.12 
THS_EUR,PERS,N_GE4,DOM,DIRECT,EA	: 	: 	: 	36166869.75 e
THS_EUR,PERS,N_GE4,DOM,DIRECT,EE	16499.7 u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,DIRECT,EL	: 	: 	: 	83480.37 
THS_EUR,PERS,N_GE4,DOM,DIRECT,ES	4092034.3 	: 	: 	4009726.81 
THS_EUR,PERS,N_GE4,DOM,DIRECT,EU27	: 	: 	: 	43703400.6 e
THS_EUR,PERS,N_GE4,DOM,DIRECT,EU28	: 	: 	: 	43695160.91 e
THS_EUR,PERS,N_GE4,DOM,DIRECT,FI	453125.76 	: 	: 	439939.83 
THS_EUR,PERS,N_GE4,DOM,DIRECT,FR	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,DIRECT,HR	: 	: 	: 	39307.89 
THS_EUR,PERS,N_GE4,DOM,DIRECT,HU	260304.02 	: 	: 	262833.04 
THS_EUR,PERS,N_GE4,DOM,DIRECT,IE	221815.97 	: 	: 	194069.27 
THS_EUR,PERS,N_GE4,DOM,DIRECT,IT	6287204.11 	: 	: 	4393245.64 
THS_EUR,PERS,N_GE4,DOM,DIRECT,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,DIRECT,LV	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,DIRECT,MT	7762.89 	: 	: 	2454.72 
THS_EUR,PERS,N_GE4,DOM,DIRECT,NL	593253.02 	: 	: 	1005294.28 
THS_EUR,PERS,N_GE4,DOM,DIRECT,PL	1903350.68 	: 	: 	1067539.51 
THS_EUR,PERS,N_GE4,DOM,DIRECT,PT	452011.24 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,DIRECT,RO	197757.6 	: 	: 	84608.34 
THS_EUR,PERS,N_GE4,DOM,DIRECT,SE	: 	: 	: 	114997 
THS_EUR,PERS,N_GE4,DOM,DIRECT,SI	64410.11 	: 	: 	48361.47 
THS_EUR,PERS,N_GE4,DOM,DIRECT,SK	225949.29 	: 	: 	162293.95 
THS_EUR,PERS,N_GE4,DOM,NBOOK,AT	130551.24 	: 	: 	139780.89 
THS_EUR,PERS,N_GE4,DOM,NBOOK,BE	55926.56 b	: 	: 	52955.47 
THS_EUR,PERS,N_GE4,DOM,NBOOK,BG	34412.07 	: 	: 	30886.76 
THS_EUR,PERS,N_GE4,DOM,NBOOK,CH	: 	: 	937083.9 	1084855.42 
THS_EUR,PERS,N_GE4,DOM,NBOOK,CY	61244.77 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,NBOOK,CZ	408672.94 	: 	: 	377057.91 
THS_EUR,PERS,N_GE4,DOM,NBOOK,DE	1547695.52 	: 	: 	2029827.89 
THS_EUR,PERS,N_GE4,DOM,NBOOK,DK	: 	: 	: 	1365649.09 
THS_EUR,PERS,N_GE4,DOM,NBOOK,EA	: 	: 	: 	9981471.04 e
THS_EUR,PERS,N_GE4,DOM,NBOOK,EE	18633.26 	: 	: 	17398.69 
THS_EUR,PERS,N_GE4,DOM,NBOOK,EL	: 	: 	: 	355062.55 
THS_EUR,PERS,N_GE4,DOM,NBOOK,ES	3676012.92 	: 	: 	3947506.15 
THS_EUR,PERS,N_GE4,DOM,NBOOK,EU27	: 	: 	: 	16561290.59 e
THS_EUR,PERS,N_GE4,DOM,NBOOK,EU28	: 	: 	: 	16822645.32 e
THS_EUR,PERS,N_GE4,DOM,NBOOK,FI	870851.74 	: 	: 	978347.2 
THS_EUR,PERS,N_GE4,DOM,NBOOK,FR	1545204.98 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,NBOOK,HR	: 	: 	: 	246101.13 
THS_EUR,PERS,N_GE4,DOM,NBOOK,HU	100905.63 	: 	: 	123525.28 
THS_EUR,PERS,N_GE4,DOM,NBOOK,IE	138860.4 	: 	: 	146238.05 
THS_EUR,PERS,N_GE4,DOM,NBOOK,IT	1645935.36 	: 	: 	1092960.43 
THS_EUR,PERS,N_GE4,DOM,NBOOK,LT	42081.95 	: 	: 	26092.1 
THS_EUR,PERS,N_GE4,DOM,NBOOK,LV	: 	: 	: 	28244.61 
THS_EUR,PERS,N_GE4,DOM,NBOOK,MT	1573.54 u	: 	: 	2353.98 
THS_EUR,PERS,N_GE4,DOM,NBOOK,NL	484285.14 	: 	: 	171028.5 
THS_EUR,PERS,N_GE4,DOM,NBOOK,PL	1126870.14 	: 	: 	1497340.85 
THS_EUR,PERS,N_GE4,DOM,NBOOK,PT	400734.72 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,NBOOK,RO	646770.99 	: 	: 	586517.55 
THS_EUR,PERS,N_GE4,DOM,NBOOK,SE	: 	: 	: 	476543.49 
THS_EUR,PERS,N_GE4,DOM,NBOOK,SI	7860.69 u	: 	: 	10409.07 
THS_EUR,PERS,N_GE4,DOM,NBOOK,SK	99368.6 	: 	: 	101073.96 
THS_EUR,PERS,N_GE4,DOM,NPACK,AT	1447950.83 	: 	: 	1108745.33 
THS_EUR,PERS,N_GE4,DOM,NPACK,BE	234368.56 b	: 	: 	243776.82 
THS_EUR,PERS,N_GE4,DOM,NPACK,BG	321229.41 	: 	: 	188299.23 
THS_EUR,PERS,N_GE4,DOM,NPACK,CH	: 	: 	1062621.51 	1230323.11 
THS_EUR,PERS,N_GE4,DOM,NPACK,CY	61231.63 	: 	: 	75878.4 
THS_EUR,PERS,N_GE4,DOM,NPACK,CZ	1118406.58 	: 	: 	714302.56 
THS_EUR,PERS,N_GE4,DOM,NPACK,DE	15543129.22 	: 	: 	14899566.67 
THS_EUR,PERS,N_GE4,DOM,NPACK,DK	: 	: 	: 	1390400.22 
THS_EUR,PERS,N_GE4,DOM,NPACK,EA	: 	: 	: 	68544048.86 e
THS_EUR,PERS,N_GE4,DOM,NPACK,EE	35182.74 	: 	: 	19371.8 
THS_EUR,PERS,N_GE4,DOM,NPACK,EL	: 	: 	: 	1091928 
THS_EUR,PERS,N_GE4,DOM,NPACK,ES	11309099.59 	: 	: 	8638390.57 
THS_EUR,PERS,N_GE4,DOM,NPACK,EU27	: 	: 	: 	86217843.55 e
THS_EUR,PERS,N_GE4,DOM,NPACK,EU28	: 	: 	: 	86456502.29 e
THS_EUR,PERS,N_GE4,DOM,NPACK,FI	1408625.49 	: 	: 	1472820.61 
THS_EUR,PERS,N_GE4,DOM,NPACK,FR	32089885.11 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,NPACK,HR	: 	: 	: 	300391.79 
THS_EUR,PERS,N_GE4,DOM,NPACK,HU	361209.65 	: 	: 	386358.32 
THS_EUR,PERS,N_GE4,DOM,NPACK,IE	377827.72 	: 	: 	348547.94 
THS_EUR,PERS,N_GE4,DOM,NPACK,IT	8681770.89 	: 	: 	6156655.1 
THS_EUR,PERS,N_GE4,DOM,NPACK,LT	42567.34 	: 	: 	32421.93 
THS_EUR,PERS,N_GE4,DOM,NPACK,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,NPACK,LV	: 	: 	: 	28714.16 
THS_EUR,PERS,N_GE4,DOM,NPACK,MT	11370.23 	: 	: 	5331.78 
THS_EUR,PERS,N_GE4,DOM,NPACK,NL	1698476.66 	: 	: 	1522408.49 
THS_EUR,PERS,N_GE4,DOM,NPACK,NO	1932068.82 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,NPACK,PL	3701556.03 	: 	: 	2602105.56 
THS_EUR,PERS,N_GE4,DOM,NPACK,PT	910237.04 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,NPACK,RO	898366.04 	: 	: 	693823.89 
THS_EUR,PERS,N_GE4,DOM,NPACK,SE	: 	: 	: 	753946.07 
THS_EUR,PERS,N_GE4,DOM,NPACK,SI	82438.25 	: 	: 	68667.85 
THS_EUR,PERS,N_GE4,DOM,NPACK,SK	331024.68 	: 	: 	267495.92 
THS_EUR,PERS,N_GE4,DOM,PACK,AT	439846.96 	: 	: 	412368.45 
THS_EUR,PERS,N_GE4,DOM,PACK,BE	: u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,BG	17274.19 	: 	: 	19296.15 
THS_EUR,PERS,N_GE4,DOM,PACK,CH	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,DOM,PACK,CY	5610.34 u	: 	: 	6386.05 u
THS_EUR,PERS,N_GE4,DOM,PACK,CZ	29641.03 u	: 	: 	13350.22 u
THS_EUR,PERS,N_GE4,DOM,PACK,DE	2923648.99 	: 	: 	2875461.46 
THS_EUR,PERS,N_GE4,DOM,PACK,DK	: 	: 	: 	137441.69 
THS_EUR,PERS,N_GE4,DOM,PACK,EA	: 	: 	: 	6656156.42 e
THS_EUR,PERS,N_GE4,DOM,PACK,EE	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,EL	: 	: 	: 	38888.3 
THS_EUR,PERS,N_GE4,DOM,PACK,ES	1407144.21 	: 	: 	950367.51 
THS_EUR,PERS,N_GE4,DOM,PACK,EU27	: 	: 	: 	8112762.27 e
THS_EUR,PERS,N_GE4,DOM,PACK,EU28	: 	: 	: 	8121184.6 e
THS_EUR,PERS,N_GE4,DOM,PACK,FI	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,FR	1158453.4 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,PACK,HR	: 	: 	: 	15996.74 u
THS_EUR,PERS,N_GE4,DOM,PACK,HU	3294.85 u	: 	: 	11588.91 
THS_EUR,PERS,N_GE4,DOM,PACK,IE	19261.37 u	: 	: 	28718.12 
THS_EUR,PERS,N_GE4,DOM,PACK,IT	940037.6 u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,NL	36379.43 u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,NO	108405.74 u	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,PACK,PL	22980.78 u	: 	: 	70752.21 
THS_EUR,PERS,N_GE4,DOM,PACK,PT	26528.48 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,PACK,RO	100840.31 	: 	: 	95311.05 
THS_EUR,PERS,N_GE4,DOM,PACK,SE	: 	: 	: 	80488.1 u
THS_EUR,PERS,N_GE4,DOM,PACK,SI	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,PACK,SK	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TOTAL,AT	1887797.79 	: 	: 	1521113.79 
THS_EUR,PERS,N_GE4,DOM,TOTAL,BE	238581.73 b	: 	: 	251257.36 
THS_EUR,PERS,N_GE4,DOM,TOTAL,BG	338503.6 	: 	: 	207595.38 
THS_EUR,PERS,N_GE4,DOM,TOTAL,CH	: 	: 	1068733.18 	1233618.66 
THS_EUR,PERS,N_GE4,DOM,TOTAL,CY	66841.97 	: 	: 	82264.44 
THS_EUR,PERS,N_GE4,DOM,TOTAL,CZ	1148047.62 	: 	: 	727652.78 
THS_EUR,PERS,N_GE4,DOM,TOTAL,DE	18466778.2 	: 	: 	17775028.12 
THS_EUR,PERS,N_GE4,DOM,TOTAL,DK	: 	: 	: 	1527841.91 
THS_EUR,PERS,N_GE4,DOM,TOTAL,EA	: 	: 	: 	75200205.29 e
THS_EUR,PERS,N_GE4,DOM,TOTAL,EE	36531.67 	: 	: 	19558.05 
THS_EUR,PERS,N_GE4,DOM,TOTAL,EL	: 	: 	: 	1130816.29 
THS_EUR,PERS,N_GE4,DOM,TOTAL,ES	12716243.8 	: 	: 	9588758.08 
THS_EUR,PERS,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	94330605.82 e
THS_EUR,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	94577686.89 e
THS_EUR,PERS,N_GE4,DOM,TOTAL,FI	1430358.87 	: 	: 	1500942.69 
THS_EUR,PERS,N_GE4,DOM,TOTAL,FR	33248338.51 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TOTAL,HR	: 	: 	: 	316388.53 
THS_EUR,PERS,N_GE4,DOM,TOTAL,HU	364504.5 	: 	: 	397947.24 
THS_EUR,PERS,N_GE4,DOM,TOTAL,IE	397089.08 	: 	: 	377266.06 
THS_EUR,PERS,N_GE4,DOM,TOTAL,IT	9621808.49 	: 	: 	6559209.82 
THS_EUR,PERS,N_GE4,DOM,TOTAL,LT	42567.34 	: 	: 	32421.93 
THS_EUR,PERS,N_GE4,DOM,TOTAL,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TOTAL,LV	: 	18670.57 	: 	28714.16 
THS_EUR,PERS,N_GE4,DOM,TOTAL,MT	11370.23 	8140.09 	5862.44 	5331.78 
THS_EUR,PERS,N_GE4,DOM,TOTAL,NL	1734856.08 	: 	: 	1529397.52 
THS_EUR,PERS,N_GE4,DOM,TOTAL,NO	2040474.57 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TOTAL,PL	3724536.81 	: 	: 	2672857.78 
THS_EUR,PERS,N_GE4,DOM,TOTAL,PT	936765.52 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TOTAL,RO	999206.35 	: 	: 	789134.94 
THS_EUR,PERS,N_GE4,DOM,TOTAL,SE	: 	: 	: 	834434.17 
THS_EUR,PERS,N_GE4,DOM,TOTAL,SI	85757.95 	: 	: 	71719.12 
THS_EUR,PERS,N_GE4,DOM,TOTAL,SK	355685.43 	: 	: 	305100.7 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,AT	42743.82 u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,BE	: u	: 	: 	14183.16 u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,BG	: c	: 	: 	10046.15 u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,CH	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,CY	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,CZ	21806.2 u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,DE	1713392.96 	: 	: 	1564626.92 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,DK	: 	: 	: 	133007.8 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,EA	: 	: 	: 	12004550.85 e
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,EE	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,EL	: 	: 	: 	97647.33 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,ES	1801529.27 	: 	: 	1088469.05 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,EU27	: 	: 	: 	14159901.9 e
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,EU28	: 	: 	: 	14162667.41 e
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,FI	35689.28 u	: 	: 	36442.21 u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,FR	20594922.81 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,HR	: 	: 	: 	17487.18 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,HU	3294.85 u	: 	: 	10202.55 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,IE	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,IT	1202896.01 	: 	: 	567913.99 u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,LT	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,NL	41630.28 u	: 	: 	24972.26 u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,PL	22980.78 u	: 	: 	72017.52 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,PT	32815.13 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,RO	29383.49 	: 	: 	35716.09 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,SE	: 	: 	: 	97950.71 
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,SI	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_TO_TA,SK	: c	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,AT	86441.86 	: 	: 	63495.37 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,BE	23789.07 bu	: 	: 	40731.07 u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,BG	: c	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,CH	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,CY	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,CZ	26130.87 u	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,DE	2825080.31 	: 	: 	2013364.77 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,DK	: 	: 	: 	1043600.91 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,EA	: 	: 	: 	10396356.08 e
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,EE	: c	: 	: 	2096.03 u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,EL	: 	: 	: 	100388.44 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,ES	2290541.43 	: 	: 	912431.61 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,EU27	: 	: 	: 	13457736.14 e
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,EU28	: 	: 	: 	13450524.76 e
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,FI	273897.04 	: 	: 	181930.37 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,FR	5124941.52 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,HR	: 	: 	: 	8018.11 u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,HU	19282.11 	: 	: 	20432.85 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,IE	33933.23 	: 	: 	18232.54 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,IT	1269801.92 	: 	: 	950788.26 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,LT	: c	: 	: 	420.44 u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,NL	45368.33 	: 	: 	12659.15 u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,PL	128833.26 	: 	: 	73167.04 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,PT	76182.46 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,RO	17086.23 u	: 	: 	7756.28 u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,SE	: 	: 	: 	215551.1 
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,SI	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,TRA_WEB,SK	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,AT	3774935.43 	: 	: 	3294526.03 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,BE	1782964.29 b	: 	: 	2511304.17 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,BG	107353.6 	: 	: 	54303.13 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,CH	: 	: 	3250350.15 	3446793.68 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,CY	370855.84 	: 	: 	270677.99 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,CZ	1381474.26 	: 	: 	1134766.5 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,DE	25339848.52 	: 	: 	23174440.77 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,DK	: 	: 	: 	752370.87 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,EA	: 	: 	: 	58762183.86 e
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,EE	256058.87 	: 	: 	108160.92 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,EL	: 	: 	: 	83262.3 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,ES	5509180.8 	: 	: 	1657684.8 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,EU27	: 	: 	: 	74817545.25 e
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,EU28	: 	: 	: 	74928855.87 e
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,FI	2257057 	: 	: 	2295816.97 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,FR	287571.43 	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,HR	: 	: 	: 	176931.58 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,HU	515293.67 	: 	: 	348781.03 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,IE	1098724.84 	: 	: 	1021420.42 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,IT	2648009.63 	: 	: 	2006610.94 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,LT	343452.43 	: 	: 	148518.35 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,LU	: 	: 	: 	204404.61 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,LV	: 	: 	: 	114567.48 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,MT	192627.17 	: 	: 	70253.65 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,NL	7240557.89 	: 	: 	5975796.16 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,PL	523560.33 	: 	: 	1709511.15 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,PT	177658.31 	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,RO	144410.71 	: 	: 	135186.45 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,SE	: 	: 	: 	2173572.01 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,SI	132068.76 	: 	: 	161861.47 
THS_EUR,PERS,N_GE4,OUT,ACC_TO_TA,SK	626164.6 	: 	: 	471435.12 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,AT	3769061.63 	: 	: 	2852758.66 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,BE	2524913.83 b	: 	: 	1702654.46 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,BG	: c	: 	: 	: u
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,CH	: 	: 	5979537.01 	4481514.17 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,CY	327412.75 	: 	: 	205613.35 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,CZ	1079938.21 	: 	: 	565832.39 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,DE	36032750.44 	: 	: 	25286742.05 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,DK	: 	: 	: 	1803964.62 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,EA	: 	: 	: 	57455372.71 e
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,EE	281449.12 	: 	: 	164806.76 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,EL	: 	: 	: 	51680.96 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,ES	3745879.6 	: 	: 	1456617.58 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,EU27	: 	: 	: 	72131282.64 e
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,EU28	: 	: 	: 	72303807.83 e
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,FI	3077176.68 	: 	: 	3005695.33 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,FR	11133715.12 	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,HR	: 	: 	: 	227586.42 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,HU	326502.93 	: 	: 	218699.94 
THS_EUR,PERS,N_GE4,OUT,ACC_WEB,IE	1949961.55 	: 	: 	1419135.77 
