unit,nace_r2,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NR,I552_I553,AFR,DK	7690 	7239 	3527 	1860 	1899 	1303 b	819 	959 	910 	1261 	1250 	1105 	978 	252 	370 	1012 	1348 	456 	: 	: 	: 	: 	: 	: 	174400 	183700 	179470 	151475 
NR,I552_I553,AFR,EA	1788067 e	1765967 	1521587 	: 	: 	: 	: 	: 	: 	585933 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,EE	948 	806 	1002 	743 	846 	890 b	398 	123 	365 	237 	476 	459 	325 	203 	97 	157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,EL	61308 e	64429 e	67227 e	52397 e	47479 	45906 e	564 	800 	659 	456 	835 	447 	408 	422 	885 	1058 	721 	1125 	902 	917 	1121 	997 	1155 	1468 	: 	: 	: 	: 
NR,I552_I553,AFR,ES	433002 	416477 	361354 	352623 	293188 	227802 b	192270 	146356 	125899 	122019 	137114 	149349 	139099 	94473 	99685 	95631 	117558 	100748 	6963 	5164 	4511 	: 	: 	147060 	232654 	596653 	715466 	611279 
NR,I552_I553,AFR,EU27	: u	9387714 	9748521 	1762776 e	2211466 e	2152063 b	1592099 e	958506 e	: 	1147489 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,EU28	: u	9456638 	9790978 	1801901 e	2241902 e	2173299 b	1599137 e	965210 e	: 	1154574 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,FI	1123 	866 	961 	980 	1567 	1225 b	1391 	1074 	999 	1155 	867 	798 	692 	736 	723 	693 	405 	746 	762 	873 	817 	508 	1030 	651 	532 	22115 	28814 	32311 
NR,I552_I553,AFR,FR	682880 	527287 	433279 	502673 	357194 	317121 b	351193 	16652 	12091 	8555 	6651 	6874 	14550 	17446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	843142 	: 	: 	: 
NR,I552_I553,AFR,HR	67422 	68924 	42457 	37150 	30436 	21236 b	7038 	6704 	7609 	7183 	7531 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,HU	5817 	5695 	6018 	3083 	3776 	1733 b	963 	280 	1444 	738 	421 	555 	1357 	1617 	691 	748 	1239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,IE	: 	22678 e	19604 e	12278 e	: u	: u	: u	: u	: u	35578 	: u	: u	: u	: u	: 	28835 	: u	143000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,IS	: 	2715 	1619 	676 	816 	1076 b	570 	145 	93 	362 	270 	309 	280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,IT	550820 	559134 	484829 	418189 	391913 	458480 b	408702 	274674 	281174 	303539 	259750 	330422 	298750 	278210 	273360 	228076 	204876 	166814 	130096 	95869 	114395 	29423 	30449 	2489258 	2170937 	2163937 	1991506 	38770 
NR,I552_I553,AFR,LI	15 	29 	39 	31 	41 	14 b	13 	24 	405 	30 	10 	35 	10 	52 	27 	8 	1 	8 	: 	: 	: 	21 	10 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,LT	1422 	1802 	1319 	482 	360 	198 b	26 	14 	72 	45 	25 	19 	21 	33 	20 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,LU	2263 	1901 	1400 	1759 	818 	1358 b	799 	145 	726 	1042 	2115 	1245 	1707 	592 	602 	621 	364 	348 	294 	331 	655 	678 	696 	481 	1081 	26640 	22502 	: 
NR,I552_I553,AFR,LV	2276 	2712 	1891 	1078 	568 	624 b	225 	141 	75 	203 	112 	176 	23 	17 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,ME	: 	1560 	1177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,MK	18 	85 	150 	88 	56 	29 b	42 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,MT	1949 e	1125 e	538 e	4970 e	15250 e	2011 b	1004 	0 	308 	: 	: 	2337 	: 	286 	1600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,NL	13948 	19789 	14689 	15714 	10074 b	8993 b	12500 	14600 	10800 	15700 	6700 	9700 	46100 	5600 	7500 	9500 	9000 	9853 	21000 	8032 	9000 	6000 	14000 	7000 	: 	: 	: 	: 
NR,I552_I553,AFR,NO	: 	4398 	3442 	6901 	7202 	2642 b	4349 	6088 	13850 	3095 	2847 	4201 	5850 	2164 	2332 	4228 	3802 	4250 	4774 	6445 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,PL	13440 	8778 	10899 	8151 	10560 	22539 b	7431 	5796 	3622 	4313 	4219 	2625 	2777 	5468 	3919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,PT	51174 	30986 	22673 	12861 	7862 b	4336 b	4406 	8541 	3404 	4748 	9566 	6376 	4824 	9096 	7688 	8757 	10247 	7577 	6285 	6474 	7360 	8593 	7942 	10996 	10273 	15850 	20858 	29246 
NR,I552_I553,AFR,RO	1625 	1097 	6190 	511 	742 	516 b	45 	62 	5 	303 	14 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,RS	: 	7407 	8784 	9857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,SE	11715 	6570 	8230 	7636 	6085 	5154 b	3874 	5019 	5423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	159627 	218076 	265198 	247569 	: 
NR,I552_I553,AFR,SI	7523 	5530 	3517 	2342 	3030 	2755 b	1278 	1858 	922 	892 	724 	408 	549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,SK	3067 	2255 	2904 	1730 	1819 	4473 b	1357 	1885 	1774 	1805 	1900 	2588 	1976 	1760 	1405 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR,UK	: 	7572840 	8175536 	: 	: 	924809 b	501155 	383065 	463338 	511296 	259939 	561976 	364877 	315239 	713000 	717000 	681720 	599060 	1068977 	1178000 	983036 	858810 	589394 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,AT	19084 	16902 	10723 	11870 	13055 	12006 b	6495 	4671 	3898 	3963 	2639 	2720 	2598 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,BE	13789 	14885 	10527 	9214 	10028 	11224 b	8382 	7968 	7798 	7461 	7597 	11803 	9353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,BG	562 	627 	70 	85 	14 	80 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,CH	: 	14254 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,CY	0 	8 	25 	6 	0 	5 b	985 	1116 	797 	24 	30 	4 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,CZ	16557 	16523 	13839 	22664 	17229 	9373 b	9012 	5825 	5159 	5679 	5484 	7386 	8569 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,DE	56099 	51225 	58035 	49828 	43574 	41815 b	29643 	28819 	32989 	48394 	65734 	47771 	43696 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,DK	5443 	5786 	2656 	1070 	1498 	841 b	597 	570 	506 	618 	924 	709 	700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,EA	1616308 e	1613647 	1380983 	: 	: 	: 	: 	: 	: 	487925 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,EE	661 	506 	634 	487 	605 	706 b	294 	66 	276 	214 	421 	316 	130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,EL	58619 e	61491 e	64140 e	49035 e	43587 	42831 e	434 	651 	580 	339 	818 	290 	306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,ES	392506 	382706 	329380 	317858 	260032 	196357 b	168501 	132856 	111365 	106873 	118274 	126687 	120932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,EU27	: u	7341186 	7195934 	1599222 e	1902345 e	1852484 b	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,EU28	: u	7391307 	7224103 	1627333 e	1924097 e	1867002 b	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,FI	611 	469 	786 	728 	1327 	1098 b	1104 	848 	747 	790 	616 	573 	455 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,FR	682880 	527287 	433279 	502673 	357194 	317121 b	351193 	16652 	12091 	8555 	6651 	6874 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,HR	41440 	50121 	28169 	27267 	21752 	14518 b	5054 	5116 	4947 	4390 	5209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,HU	4755 	4947 	5186 	2521 	2896 	1436 b	860 	: 	: 	: 	: 	547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,IE	: 	7640 u	8849 e	3979 e	: u	: u	: u	: u	: u	15178 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,IS	: 	1752 	1232 	330 	424 	: 	: 	: 	: 	: 	270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,IT	479959 	502756 	427040 	367312 	333231 	400086 b	359007 	234289 	245006 	262375 	220489 	296450 	266057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,LI	5 	9 	11 	24 	24 	11 b	0 	21 	372 	16 	8 	18 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,LT	1350 	1780 	1216 	470 	353 	187 b	10 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,LU	1512 	1273 	935 	1652 	556 	962 b	544 	107 	599 	890 	2033 	1130 	1211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,LV	2241 	2663 	1869 	1066 	493 	551 b	188 	98 	55 	115 	83 	149 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,ME	: 	1074 	660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,MK	17 	82 	150 	69 	54 	14 b	29 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,MT	1401 e	1125 e	538 e	4970 e	15250 e	2011 b	211 	0 	308 	: 	: 	1557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,NL	6974 e	9894 e	7345 e	7857 e	5036 be	6565 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,NO	: 	2616 	2551 	3560 	4059 	2008 b	3715 	5610 	12869 	1943 	2050 	3610 	4562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,PL	12779 	8366 	10415 	7686 	9906 	22140 b	7130 	5421 	3186 	4096 	3572 	2107 	2562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,PT	44419 	24833 	20511 	11713 	6624 b	3873 b	3643 	7552 	2819 	3754 	5949 	3942 	3969 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,RO	676 	828 	6070 	435 	575 	446 b	42 	62 	5 	133 	7 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,RS	: 	7050 	8364 	9808 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,SE	10989 	5882 	7013 	6625 	5366 	4466 b	3433 	3925 	4093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,SI	5310 	4134 	2402 	1735 	1991 	1420 b	1006 	1649 	799 	792 	413 	242 	340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,SK	2896 	2070 	2749 	1687 	1661 	4197 b	1293 	1068 	1483 	1520 	1562 	2329 	1861 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AFR_OTH,UK	: 	5684580 	5769702 	: 	: 	754825 b	481271 	287752 	266179 	404436 	179783 	242923 	154881 	118940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,AT	279098 	250960 	235884 	231532 	197278 	192090 b	157025 	149334 	142285 	143068 	150514 	143133 	130098 	116609 	92914 	105411 	103768 	98064 	108589 	99044 	76784 	85377 	94160 	111891 	: 	: 	: 	130363 
NR,I552_I553,AME,BE	154771 	117767 	119287 	98405 	101050 	86894 b	76153 	67674 	63602 	60930 	53672 	56953 	67425 	65159 	68659 	79138 	83019 	77897 	74345 	59832 	72394 	69272 	72783 	22402 	13060 	8456 	9968 	48406 
NR,I552_I553,AME,BG	7328 	6857 	5317 	4427 	4108 	3104 b	458 	439 	2005 	489 	383 	1348 	434 	555 	239 	326 	219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,CH	: 	202059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180933 	327274 	306894 	297233 	264846 	261501 	1415 	2133 	: 	41019 	45447 	45927 	380582 
NR,I552_I553,AME,CY	3 	2 	51 	22 	13 	11 b	2127 	2615 	2055 	98 	153 	134 	50 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,CZ	208818 	222625 	219729 	155179 	112212 	87431 b	52291 	62637 	61328 	75642 	92327 	93661 	99239 	101991 	105541 	58942 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,DE	712014 	650515 	632723 	583340 	545883 	530626 b	471262 	447711 	432028 	456100 	494064 	502382 	433671 	377111 	312617 	299583 	347682 	350530 	321969 	305678 	284532 	295625 	307310 	337979 	65959 	68913 	61453 	373806 
NR,I552_I553,AME,DK	132077 	111369 	74947 	31258 	35322 	33220 b	31752 	23370 	21088 	23431 	24453 	20207 	17222 	15433 	17908 	19005 	23978 	22503 	20441 	23249 	22844 	23219 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,EA	10594626 e	9114708 	8432505 	: 	: 	: 	: 	: 	: 	4449111 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,EE	14269 	17424 	14888 	15018 	10943 	10127 b	7438 	7259 	8666 	7860 	10062 	8691 	5143 	4748 	2603 	2908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,EL	516841 e	495057 e	515336 e	439897 e	323389 	262712 e	7602 	8320 	7555 	18306 	5594 	3352 	4173 	3235 	4748 	6598 	6858 	6937 	4891 	8355 	7265 	5854 	5694 	10395 	: 	: 	: 	: 
NR,I552_I553,AME,ES	1811248 	1598029 	1364035 	1229345 	937905 	984619 b	943700 	829470 	722078 	897413 	784548 	709774 	669067 	642548 	640252 	596469 	597054 	565184 	39295 	59323 	72059 	112057 	3487 	8511 	4452 	: 	: 	: 
NR,I552_I553,AME,EU27	: u	33065332 	35005694 	9414731 e	13600502 e	13663701 b	8509832 	7773998 	7267775 	7827429 	8696029 	9631827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,EU28	: u	33829069 	35605260 	9917341 e	13962985 e	13906874 b	8584136 	7831900 	7330622 	7896685 	8762379 	9678035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,FI	14170 	10540 	12956 	11466 	11116 	10352 b	12424 	7805 	7929 	9051 	8622 	8788 	6786 	8272 	8354 	8350 	8090 	8333 	10065 	7496 	7249 	6267 	5573 	1717 	691 	: 	: 	3142 
NR,I552_I553,AME,FR	1040604 	956534 	1126448 	1276154 	1362083 	1854674 b	37560 	34372 	32665 	31100 	29723 	34016 	41129 	28583 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,HR	1002486 	763737 	599566 	452081 	362483 	243173 b	74304 	57902 	62847 	69256 	66350 	46208 	34032 	36169 	31056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,HU	128351 	113917 	91593 	68273 	56360 	22071 b	9876 	8326 	8232 	13099 	13480 	18957 	12562 	12826 	12249 	10668 	22306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,IE	: 	615246 e	441503 e	482758 e	: u	: u	369458 e	278618 e	357822 e	356843 	386612 e	382801 e	305230 e	353175 e	: 	349908 	2264000 e	2620000 	678000 	: 	430000 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,IS	: 	525361 	372399 	263495 	143536 	98035 b	43287 	25866 	23209 	17423 	15349 	16698 	19369 	17231 	15979 	15536 	15670 	11085 	10728 	8179 	: 	4742 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,IT	4858174 	3922990 	3641119 	3141919 	3012449 	2879479 b	2726245 	2471208 	2254425 	2356416 	2663518 	2359498 	2302772 	2009302 	1806660 	1549264 	1323161 	1267900 	1126826 	1044426 	969314 	929379 	945478 	193137 	206340 	209929 	: 	642915 
NR,I552_I553,AME,LI	979 	599 	772 	589 	599 	924 b	412 	396 	458 	569 	519 	506 	547 	361 	434 	562 	254 	264 	: 	: 	: 	265 	330 	: 	: 	: 	: 	: 
NR,I552_I553,AME,LT	16280 	14601 	11829 	8962 	7932 	7229 b	793 	698 	3503 	663 	1269 	816 	876 	907 	921 	1364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,LU	10898 	8078 	9040 	8007 	6437 	5680 b	4356 	3172 	6511 	6462 	6232 	7405 	6739 	6695 	4814 	8478 	12963 	12167 	10574 	13162 	9140 	9589 	7518 	: 	: 	: 	: 	11943 
NR,I552_I553,AME,LV	11312 	9460 	6652 	4844 	5294 	5236 b	4170 	2491 	2372 	3385 	3492 	3354 	1337 	584 	105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,ME	: 	50272 	43025 	: 	: 	27673 b	458 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,MK	1758 	1626 	1458 	1523 	1260 	1308 b	1388 	1398 	2236 	3082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,MT	37966 e	43614 e	8721 e	16099 e	12186 e	8544 b	4507 	3650 	8868 	5604 	5484 	2527 	: 	: 	4754 	: 	53 	30 	: 	: 	: 	: 	31 	18 	: 	: 	: 	: 
NR,I552_I553,AME,NL	53695 	48563 	59502 	45501 	51525 b	40923 b	37500 	36500 	35400 	40100 	53600 	36600 	23200 	37900 	47400 	39700 	45000 	52162 	68000 	37518 	37000 	23000 	54000 	26000 	20100 	19000 	21600 	20200 
NR,I552_I553,AME,NO	: 	49521 	46911 	39938 	31600 	24796 b	24905 	21649 	21563 	22351 	26709 	25496 	20148 	23378 	25033 	26973 	29218 	26232 	27405 	26043 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,PL	74592 	78937 	61606 	53745 	53426 	58165 b	47272 	43482 	38967 	40370 	47126 	51284 	49166 	43230 	58414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,PT	502719 	268549 	161263 	94250 	61947 b	41520 b	42358 	43502 	36111 	46023 	49883 	43647 	42758 	45815 	43853 	42978 	44970 	44517 	34859 	38639 	33191 	29558 	27506 	13819 	19968 	16860 	16597 	41141 
NR,I552_I553,AME,RO	17419 	14042 	14474 	8731 	8677 	8658 b	467 	344 	518 	726 	385 	466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,RS	: 	11484 	9903 	9017 	5330 	5449 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,SE	77779 	57947 	60825 	53289 	48784 	43318 b	39760 	36528 	33537 	37534 	33890 	29102 	29317 	26573 	23723 	22277 	18744 	20845 	18056 	15811 	15448 	13662 	14162 	: 	: 	: 	: 	18503 
NR,I552_I553,AME,SI	87917 	69946 	56329 	44058 	37077 	29487 b	15291 	13165 	8569 	10458 	18061 	20155 	15757 	13887 	10060 	8800 	9860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,SK	20941 	16833 	14939 	11915 	11699 	12693 b	11983 	8535 	9879 	11139 	14802 	14751 	10536 	6943 	6634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME,UK	: 	23344930 	26044698 	: 	: 	6064081 b	3396004 	3182773 	2959777 	3175119 	3744080 	5078025 	3274108 	3927127 	3804000 	3734000 	3742104 	4169681 	3477029 	3436000 	3298453 	3107078 	3145638 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,AT	62299 	58832 	53750 	60733 	54010 	49444 b	38174 	34026 	27473 	29376 	23089 	21473 	15151 	9537 	6849 	2338 	1390 	897 	1226 	1133 	192 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,BE	58754 	44636 	39787 	35803 	37897 	32157 b	29852 	25839 	20690 	22220 	16998 	17075 	18453 	19393 	18522 	20788 	24733 	22947 	21965 	22174 	22183 	21423 	22375 	22402 	13060 	8456 	9968 	: 
NR,I552_I553,AME_C_S,BG	1021 	779 	532 	377 	409 	224 b	92 	22 	1071 	1 	: 	: 	: 	: 	: 	83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,CH	: 	26377 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22060 	33084 	32666 	35483 	39864 	36564 	364 	675 	: 	41019 	45447 	45927 	50524 
NR,I552_I553,AME_C_S,CY	0 	0 	11 	2 	0 	2 b	482 	549 	562 	12 	3 	6 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,CZ	39731 	41165 	42206 	36074 	20886 	12149 b	6916 	6718 	6742 	6795 	11055 	9961 	11251 	6176 	8360 	7891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,DE	212037 	200437 	199103 	180053 	171301 	165281 b	141293 	120328 	100207 	109855 	107853 	123675 	88425 	74778 	60006 	70408 	80365 	73343 	64081 	63104 	54893 	56709 	58071 	63433 	65959 	68913 	61453 	53590 
NR,I552_I553,AME_C_S,DK	21359 	20177 	12320 	7940 	9596 	7031 b	5365 	4688 	3519 	3843 	4087 	2702 	2192 	1480 	1893 	2048 	2521 	2505 	2631 	2759 	2771 	3220 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,EA	3227553 e	2717808 	2391840 	: 	: 	: 	: 	: 	: 	1051519 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,EE	2374 	3821 	3638 	3674 	1888 	1620 b	1263 	429 	602 	637 	672 	453 	68 	93 	44 	326 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,EL	30814 e	32407 e	31847 e	21161 e	15834 	11986 e	1329 	1765 	1277 	2064 	1102 	342 	745 	669 	1269 	1289 	952 	917 	539 	889 	704 	875 	858 	1419 	: 	: 	: 	: 
NR,I552_I553,AME_C_S,ES	776077 	727606 	559935 	498928 	412301 	450426 b	435647 	395320 	294205 	331705 	287612 	291990 	280423 	326961 	297077 	295962 	273689 	207176 	15138 	39758 	57794 	95860 	3487 	8511 	4452 	: 	: 	: 
NR,I552_I553,AME_C_S,EU27	: u	5846340 	5967696 	2398607 e	2340431 e	2254203 b	: 	: 	: 	1607755 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
